link,current_price,old_price,avg_rating,cnt_reviews,title,author,ID товара,Издательство,Издательский бренд,Серия,Год издания,ISBN,Количество страниц,Размер,Тип обложки,Тираж,"Вес, г",Возрастные ограничения,Переводчик,Художник,Тип комикса,Разделы комикса
https://www.chitai-gorod.ru/product/voskresshie-bogi-leonardo-da-vinchi-3075618,358 ₽,459 ₽,5.0,1 оценка,Воскресшие боги. Леонардо да Винчи,Дмитрий Мережковский,3075618,АСТ,Neoclassic,Эксклюзив: Русская классика,2024,978-5-17-169886-7,768,3x11.5x18,Мягкий переплёт,4000,370,16+,,,,
https://www.chitai-gorod.ru/product/rilla-iz-inglsayda-3038494,671 ₽,860 ₽,5.0,8 оценок,Рилла из Инглсайда,Люси Мод Монтгомери,3038494,Эксмо,,Яркие страницы. Коллекционные издания,2025,978-5-04-198464-9,384,2.6x13x20.6,Твёрдый переплёт,4000,370,16+,,,,
https://www.chitai-gorod.ru/product/1984-3029739,1057 ₽,1356 ₽,4.8,17 оценок,1984,Джордж Оруэлл,3029739,АСТ,Бумажный фонарик,Классика с комиксом,2024,978-5-17-162432-3,384,2.5x14.4x21.6,Твёрдый переплёт,3000,580,16+,,,,
https://www.chitai-gorod.ru/product/sherli-2977818,901 ₽,1155 ₽,4.5,40 оценок,Шерли,Шарлотта Бронте,2977818,Эксмо,,Элегантная классика,2024,978-5-04-184839-2,608,3x14.5x22,Твёрдый переплёт,2000,640,16+,,,,
https://www.chitai-gorod.ru/product/dzhivs-vy-geniy-vasha-vzyala-dzhivs-familnaya-chest-vusterov-2882038,919 ₽,1179 ₽,4.3,66 оценок,"Дживс, вы – гений! Ваша взяла, Дживс! Фамильная честь Вустеров",Пелам Гренвилл Вудхаус,2882038,АСТ,Neoclassic,Библиотека Классики,2024,978-5-17-145666-5,672,3.5x13.3x20.7,Твёрдый переплёт,2000,610,12+,,,,
https://www.chitai-gorod.ru/product/zapiski-vracha-3001202,625 ₽,801 ₽,5.0,5 оценок,Записки врача,Викентий Вересаев,3001202,АСТ,Neoclassic,Эксклюзивная классика. Лучшее,2023,978-5-17-159137-3,288,2x12x18,Твёрдый переплёт,3000,310,16+,,,,
https://www.chitai-gorod.ru/product/kaligula-2964993,332 ₽,474 ₽,4.1,86 оценок,Калигула,Альбер Камю,2964993,АСТ,Neoclassic,Эксклюзивная классика,2023,978-5-17-153059-4,384,2.8x11.5x18,Мягкий переплёт,4000,220,16+,,,,
https://www.chitai-gorod.ru/product/syn-chelovecheskiy-2834850,293 ₽,376 ₽,4.5,28 оценок,Сын человеческий,Леонид Андреев,2834850,АСТ,Neoclassic,Эксклюзив: Русская классика,2023,978-5-17-126830-5,448,2.8x11.5x18,Мягкий переплёт,3000,259,16+,,,,
https://www.chitai-gorod.ru/product/romeo-i-dzhuletta-tragedii-2946437,533 ₽,683 ₽,4.2,47 оценок,Ромео и Джульетта. Трагедии,Уильям Шекспир,2946437,Эксмо,,Яркие страницы,2022,978-5-04-173991-1,432,2x13x20.5,Твёрдый переплёт,5000,420,12+,,,,
https://www.chitai-gorod.ru/product/tajna-esafota-3083073,505 ₽,648 ₽,5.0,4 оценки,Тайна эшафота,Теофиль Готье,3083073,Азбука,,Таинственные рассказы,2025,978-5-389-27349-8,384,1.8x12x18.6,Твёрдый переплёт,3000,320,16+,,,,
https://www.chitai-gorod.ru/product/snezhnaya-strana-3078663,625 ₽,801 ₽,5.0,2 оценки,Снежная страна,Ясунари Кавабата,3078663,АСТ,Neoclassic,Эксклюзивная классика. Лучшее,2025,978-5-17-172682-9,224,1.5x12x18.5,Твёрдый переплёт,3000,260,16+,,,,
https://www.chitai-gorod.ru/product/dovody-rassudka-3051115,219 ₽,263 ₽,4.8,4 оценки,Доводы рассудка,Джейн Остен,3051115,,,Книга на все времена. Новое оформление,2024,978-5-17-167662-9,320,1.9x10.8x16.5,Мягкий переплёт,5000,140,12+,,,,
https://www.chitai-gorod.ru/product/dnevnik-pisatelya-1873-1876-3051114,367 ₽,471 ₽,4.5,4 оценки,Дневник писателя (1873-1876),Федор Достоевский,3051114,АСТ,Neoclassic,Лучшая мировая классика,2024,978-5-17-166745-0,640,3x13x20.7,Твёрдый переплёт,5000,450,12+,,,,
https://www.chitai-gorod.ru/product/na-vyruchku-yunomu-gassi-etot-nepodrazhaemyy-dzhivs-vpered-dzhivs-posovetuytes-s-dzhivsom-3046895,873 ₽,1120 ₽,5.0,9 оценок,"На выручку юному Гасси. Этот неподражаемый Дживс. Вперед, Дживс! Посоветуйтесь с Дживсом",Пелам Гренвилл Вудхаус,3046895,АСТ,Neoclassic,Библиотека Классики,2024,978-5-17-165688-1,704,4x13.5x20.5,Твёрдый переплёт,2000,640,12+,,,,
https://www.chitai-gorod.ru/product/kazaki-2969922,284 ₽,365 ₽,4.8,14 оценок,Казаки,Лев Толстой,2969922,АСТ,Neoclassic,Эксклюзив: Русская классика,2023,978-5-17-155183-4,416,2.8x11.5x18,Мягкий переплёт,4000,250,12+,,,,
https://www.chitai-gorod.ru/product/sandro-iz-chegema-2712047,1241 ₽,1592 ₽,4.4,71 оценка,Сандро из Чегема,Фазиль Искандер,2712047,Азбука,,Русская литература. Большие книги,2023,978-5-389-08108-6,1184,5x15.2x21.5,Твёрдый переплёт,3000,1169,18+,,,,
https://www.chitai-gorod.ru/product/ostrov-sahalin-3074668,321 ₽,412 ₽,5.0,1 оценка,Остров Сахалин,Антон Чехов,3074668,АСТ,Neoclassic,Лучшая мировая классика,2024,978-5-17-169880-5,416,3x13.5x20.5,Твёрдый переплёт,4000,320,12+,,,,
