link,current_price,old_price,avg_rating,cnt_reviews,title,author,ID товара,Издательство,Издательский бренд,Серия,Год издания,ISBN,Количество страниц,Размер,Тип обложки,Тираж,"Вес, г",Возрастные ограничения,Переводчик,Художник,Тип комикса,Разделы комикса
https://www.chitai-gorod.ru/product/zona-1201090,303 ₽,388 ₽,4.2,68 оценок,Зона,Сергей Довлатов,1201090,Азбука,,Азбука-классика (pocket-book),2023,"978-5-267-00469-5 978-5-389-01551-7 978-5-267-00469-5, 978-5-389-01551-7",224,1.2x11.6x18,Мягкий переплёт,5000,129,18+,,,,
https://www.chitai-gorod.ru/product/zashchita-luzhina-2877057,689 ₽,884 ₽,4.2,251 оценка,Защита Лужина,Владимир Набоков,2877057,Corpus,,Набоковский корпус,2025,978-5-17-137825-7,288,2.6x13.1x20.7,Твёрдый переплёт,3000,310,0+,,,,
https://www.chitai-gorod.ru/product/skazki-legendy-pritchi-3064866,269 ₽,323 ₽,4.9,7 оценок,"Сказки, легенды, притчи",Леонардо да Винчи,3064866,АСТ,Neoclassic,Эксклюзивная классика,2025,978-5-17-163957-0,192,1.6x11.5x18,Мягкий переплёт,2000,132,12+,,,,
https://www.chitai-gorod.ru/product/zver-v-venecianskom-zerkale-rasskazy-russkih-pisateley-3060329,1011 ₽,1297 ₽,5.0,6 оценок,Зверь в венецианском зеркале. Рассказы русских писателей,Леонид Андреев,3060329,Эксмо,,Яркие страницы. Коллекционные издания,2024,978-5-04-204289-8,480,2.3x13x20.6,Твёрдый переплёт,4000,460,16+,,,,
https://www.chitai-gorod.ru/product/besy-2997304,284 ₽,365 ₽,4.5,22 оценки,Бесы,Федор Достоевский,2997304,Азбука,,Азбука-классика (pocket-book),2025,978-5-389-23611-0,800,3.4x11.5x18,Мягкий переплёт,3000,390,16+,,,,
https://www.chitai-gorod.ru/product/pisma-k-bratu-teo-limitirovannyy-dizayn-3004760,579 ₽,742 ₽,4.0,40 оценок,Письма к брату Тео (лимитированный дизайн),Винсент Ван Гог,3004760,Эксмо,,Яркие страницы. Коллекционные издания,2024,978-5-04-187830-6,384,2.4x13x20.5,Твёрдый переплёт,3000,370,16+,,,,
https://www.chitai-gorod.ru/product/finansist-2702140,551 ₽,707 ₽,3.9,115 оценок,Финансист,Теодор Драйзер,2702140,Эксмо,,Магистраль. Главный тренд,2025,978-5-04-098680-4,544,2.5x12.5x20,Мягкий переплёт,2000,469,16+,,,,
https://www.chitai-gorod.ru/product/temnye-allei-2818152,293 ₽,376 ₽,4.2,73 оценки,Темные аллеи,Иван Бунин,2818152,Эксмо,,Всемирная литература. Новое оформление,2024,978-5-04-114114-1,288,2x13x20.5,Твёрдый переплёт,5000,400,16+,,,,
https://www.chitai-gorod.ru/product/malenkiy-princ-planeta-lyudey-3017496,219 ₽,263 ₽,4.5,12 оценок,Маленький принц. Планета людей,Антуан де Сент-Экзюпери,3017496,АСТ,Neoclassic,Книга на все времена,2024,978-5-17-161024-1,320,1.8x10.5x16.5,Мягкий переплёт,4000,140,12+,,,,
https://www.chitai-gorod.ru/product/malenkie-zhenshchiny-2910904,689 ₽,884 ₽,4.3,174 оценки,Маленькие женщины,Луиза Мэй Олкотт,2910904,Эксмо,,Элегантная классика,2024,978-5-04-165287-6,352,2x15x22,Твёрдый переплёт,4000,444,16+,,,,
https://www.chitai-gorod.ru/product/odnoetazhnaya-amerika-2574117,303 ₽,388 ₽,4.1,68 оценок,Одноэтажная Америка,Илья Ильф,2574117,АСТ,Neoclassic,Эксклюзив: Русская классика,2024,978-5-17-101137-6,478,3.4x11.5x18,Мягкий переплёт,3000,280,12+,,,,
https://www.chitai-gorod.ru/product/oblomov-2839299,330 ₽,424 ₽,4.2,83 оценки,Обломов,Иван Гончаров,2839299,Эксмо,,Всемирная литература. Новое оформление,2025,978-5-04-119090-3,544,2.5x13x20.5,Твёрдый переплёт,7000,379,16+,,,,
https://www.chitai-gorod.ru/product/glotnut-vozduha-2496667,321 ₽,412 ₽,3.9,113 оценок,Глотнуть воздуха,Джордж Оруэлл,2496667,АСТ,Neoclassic,Эксклюзивная классика,2024,978-5-17-093722-6,320,1.4x11.3x18,Мягкий переплёт,3000,200,16+,,,,
https://www.chitai-gorod.ru/product/stradaniya-yunogo-vertera-2993213,299 ₽,359 ₽,4.2,45 оценок,Страдания юного Вертера,Иоганн Вольфганг фон Гёте,2993213,АСТ,Neoclassic,Эксклюзивная классика,2025,978-5-17-158680-5,320,2.4x11.5x18,Мягкий переплёт,3000,196,12+,,,,
https://www.chitai-gorod.ru/product/semya-zhelaniya-2497652,349 ₽,447 ₽,4.0,204 оценки,Семя желания,Энтони Бёрджесс,2497652,АСТ,Neoclassic,Эксклюзивная классика,2025,978-5-17-094072-1,320,1.6x11.5x10,Мягкий переплёт,3000,189,16+,,,,
https://www.chitai-gorod.ru/product/martin-iden-2265387,289 ₽,347 ₽,4.1,209 оценок,Мартин Иден,Джек Лондон,2265387,Азбука,,Азбука-классика (pocket-book),2012,"978-5-389-01623-1 978-5-389-05665-7 978-5-389-01623-1, 978-5-389-05665-7",448,1.7x11.5x18,Мягкий переплёт,4000,219,12+,,,,
https://www.chitai-gorod.ru/product/zov-ktulhu-2922778,293 ₽,376 ₽,4.2,58 оценок,Зов Ктулху,Говард Филлипс Лавкрафт,2922778,Эксмо,,Всемирная литература. Новое оформление,2024,978-5-04-168756-4,416,3x13x20.5,Твёрдый переплёт,6000,310,16+,,,,
https://www.chitai-gorod.ru/product/nochnoy-porte-2405861,367 ₽,471 ₽,4.3,209 оценок,Ночной портье,Ирвин Шоу,2405861,АСТ,Neoclassic,Эксклюзивная классика,2024,978-5-17-080111-4,416,2.4x11.6x18,Мягкий переплёт,3000,289,16+,,,,
https://www.chitai-gorod.ru/product/skorbi-satany-3050837,901 ₽,1155 ₽,4.8,16 оценок,Скорби Сатаны,Мария Корелли,3050837,Азбука,,The Big Book,2025,978-5-389-23574-8,576,2.6x14.5x21.6,Твёрдый переплёт,3000,690,16+,,,,
https://www.chitai-gorod.ru/product/dvenadcat-stulev-3043603,487 ₽,624 ₽,5.0,10 оценок,Двенадцать стульев,Илья Ильф,3043603,Эксмо,,Магистраль. Главный тренд,2025,978-5-04-201417-8,480,2.1x12.6x20,Мягкий переплёт,3000,380,16+,,,,
https://www.chitai-gorod.ru/product/yumoristicheskie-rasskazy-2951960,330 ₽,424 ₽,4.4,22 оценки,Юмористические рассказы,Михаил Зощенко,2951960,Эксмо,,Всемирная литература. Новое оформление,2024,978-5-04-109898-8,352,2.8x13x20.7,Твёрдый переплёт,5000,280,16+,,,,
https://www.chitai-gorod.ru/product/frankenshteyn-ili-sovremennyy-prometey-3055407,579 ₽,742 ₽,4.4,38 оценок,"Франкенштейн, или Современный Прометей. Вечные истории. Young Adult",Мэри Шелли,3055407,"Манн, Иванов и Фербер",,Вечные истории. Young Adult,2024,978-5-00214-876-9,320,1.6x13x20.5,Твёрдый переплёт,15000,340,16+,,,,
https://www.chitai-gorod.ru/product/belye-nochi-2993204,219 ₽,,4.8,22 оценки,Белые ночи,Федор Достоевский,2993204,,,Книга на все времена. Новое оформление,2024,978-5-17-158450-4,352,2.3x10.7x16.5,Мягкий переплёт,4000,155,12+,,,,
https://www.chitai-gorod.ru/product/idiot-vechnye-istorii-3028817,855 ₽,1096 ₽,4.9,29 оценок,Идиот. Вечные истории,Федор Достоевский,3028817,"Манн, Иванов и Фербер",,Вечные истории,2025,978-5-00214-573-7,832,3.6x13x20.5,Твёрдый переплёт,7000,760,16+,,,,
https://www.chitai-gorod.ru/product/finansist-titan-stoik-2632011,1333 ₽,1710 ₽,4.2,270 оценок,Финансист. Титан. Стоик,Теодор Драйзер,2632011,Иностранка,,Иностранная литература. Большие книги,2025,978-5-389-14227-5,1216,5.6x14.3x21.5,Твёрдый переплёт,5000,1190,16+,"Озерская Татьяна Алексеевна, Кудрявцева Татьяна Алексеевна, Курелла Валентина Николаевна, Богословская Мария Павловна",,,
https://www.chitai-gorod.ru/product/velikiy-getsbi-vechnye-istorii-3003603,579 ₽,742 ₽,4.5,114 оценок,Великий Гэтсби. Вечные истории. Young Adult,Френсис Скотт Фицджеральд,3003603,"Манн, Иванов и Фербер",,Вечные истории. Young Adult,2024,978-5-00214-131-9,256,1.7x13x20.7,Твёрдый переплёт,9000,336,16+,,,,
https://www.chitai-gorod.ru/product/doch-snegov-2855511,284 ₽,365 ₽,4.1,126 оценок,Дочь снегов,Джек Лондон,2855511,АСТ,Neoclassic,Эксклюзивная классика,2024,978-5-17-136480-9,320,2.2x11.5x17.8,Мягкий переплёт,3000,189,12+,,,,
https://www.chitai-gorod.ru/product/grozovoy-pereval-2989396,219 ₽,,4.3,52 оценки,Грозовой перевал,Эмили Джейн Бронте,2989396,,,Книга на все времена. Новое оформление,2024,978-5-17-157434-5,448,2.6x10.5x16.5,Мягкий переплёт,5000,190,16+,,,,
https://www.chitai-gorod.ru/product/morfiy-2738924,625 ₽,801 ₽,4.0,215 оценок,Морфий,Михаил Булгаков,2738924,АСТ,Neoclassic,Эксклюзивная классика. Лучшее,2024,978-5-17-117496-5,256,2x12.2x18.6,Твёрдый переплёт,2000,289,16+,,,,
https://www.chitai-gorod.ru/product/chuzhaya-zhena-i-muzh-pod-krovatyu-2748991,284 ₽,365 ₽,3.9,114 оценок,Чужая жена и муж под кроватью,Федор Достоевский,2748991,АСТ,Neoclassic,Эксклюзив: Русская классика,2024,978-5-17-115705-0,384,3x11.5x17.8,Мягкий переплёт,3000,230,12+,,,,
https://www.chitai-gorod.ru/product/missis-dellouey-2738815,299 ₽,359 ₽,4.0,170 оценок,Миссис Дэллоуэй,Вирджиния Вулф,2738815,АСТ,Neoclassic,Эксклюзивная классика,2024,978-5-17-115696-1,256,2x11.6x18,Мягкий переплёт,3000,170,16+,Суриц Елена Александровна,,,
https://www.chitai-gorod.ru/product/rayskiy-sad-2738844,358 ₽,459 ₽,3.9,147 оценок,Райский сад,Эрнест Миллер Хемингуэй,2738844,АСТ,Neoclassic,Эксклюзивная классика,2024,978-5-17-115691-6,320,2.5x11.5x18,Мягкий переплёт,3000,209,16+,Веснина Г.О.,,,
https://www.chitai-gorod.ru/product/unesennye-vetrom-tom-1-tom-2-komplekt-iz-2-knig-2970757,1471 ₽,1887 ₽,4.1,151 оценка,Комплект Унесенные ветром (в 2-х томах),Маргарет Митчелл,2970757,Эксмо,,Элегантная классика,2023,978-5-04-181143-3,,6x14.3x21.6,Твёрдый переплёт,,1420,16+,,,,
https://www.chitai-gorod.ru/product/kentervilskoe-prividenie-2802702,284 ₽,365 ₽,4.2,157 оценок,Кентервильское привидение,Оскар Уайльд,2802702,АСТ,Neoclassic,Эксклюзивная классика,2025,978-5-17-121191-2,352,2.3x11.5x18,Мягкий переплёт,5000,230,12+,,,,
https://www.chitai-gorod.ru/product/masen-ka-3085452,284 ₽,365 ₽,5.0,4 оценки,Машенька,Владимир Набоков,3085452,АСТ,,Эксклюзив: Русская классика,2025,978-5-17-171911-1,160,1.1x11.5x18,Мягкий переплёт,4000,110,12+,,,,
https://www.chitai-gorod.ru/product/spartak-3037906,1057 ₽,1356 ₽,4.8,31 оценка,Спартак,Рафаэлло Джованьоли,3037906,Иностранка,,Иностранная литература. Большие книги,2024,978-5-389-24385-9,704,4x15x21.5,Твёрдый переплёт,3000,900,16+,,,,
https://www.chitai-gorod.ru/product/vishnevyy-sad-3001224,219 ₽,,4.7,11 оценок,Вишневый сад,Антон Чехов,3001224,,,Книга на все времена. Новое оформление,2024,978-5-17-159248-6,384,2.3x10.6x16.5,Мягкий переплёт,4000,160,12+,,,,
https://www.chitai-gorod.ru/product/stepnoy-volk-2590611,625 ₽,801 ₽,4.0,146 оценок,Степной волк,Герман Гессе,2590611,АСТ,Neoclassic,Эксклюзивная классика. Лучшее,2024,978-5-17-103601-0,288,2.6x12x18.6,Твёрдый переплёт,3000,319,16+,Апт Соломон Константинович,,,
https://www.chitai-gorod.ru/product/doktor-zhivago-2945711,671 ₽,860 ₽,4.1,120 оценок,Доктор Живаго,Борис Пастернак,2945711,Эксмо,,Магистраль. Главный тренд,2024,978-5-04-173979-9,624,2.8x12.5x20,Мягкий переплёт,3000,520,16+,,,,
https://www.chitai-gorod.ru/product/vremya-ne-zhdet-2631341,293 ₽,376 ₽,4.5,67 оценок,Время-не-ждет,Джек Лондон,2631341,АСТ,Neoclassic,Эксклюзивная классика,2024,978-5-17-106828-8,416,2x11.6x18.1,Мягкий переплёт,3000,259,12+,Топер Вера Максимовна,,,
https://www.chitai-gorod.ru/product/unesennye-vetrom-komplekt-iz-2-h-knig-3011693,1057 ₽,1356 ₽,4.7,32 оценки,Унесенные ветром (комплект из 2-х книг),Маргарет Митчелл,3011693,Эксмо,,Магистраль. Главный тренд,2025,978-5-04-192255-9,,5.6x12.6x20,Мягкий переплёт,4000,1010,16+,,,,
https://www.chitai-gorod.ru/product/viy-3041349,459 ₽,589 ₽,4.8,17 оценок,Вий,Николай Гоголь,3041349,Эксмо,,Магистраль. Главный тренд,2024,978-5-04-201497-0,288,2x12.5x20,Мягкий переплёт,3000,240,16+,,,,
https://www.chitai-gorod.ru/product/prizrak-opery-2993187,219 ₽,,4.6,14 оценок,Призрак Оперы,Гастон Леру,2993187,,,Книга на все времена. Новое оформление,2024,978-5-17-158371-2,416,2.5x10.6x16.5,Мягкий переплёт,3000,180,16+,,,,
https://www.chitai-gorod.ru/product/geroy-nashego-vremeni-2989357,219 ₽,,4.3,24 оценки,Герой нашего времени,Михаил Лермонтов,2989357,,,Книга на все времена. Новое оформление,2023,978-5-17-157254-9,256,1.5x10.7x16.4,Мягкий переплёт,10000,110,12+,,,,
https://www.chitai-gorod.ru/product/zolotoy-tom-sobranie-sochineniy-2021532,2299 ₽,2949 ₽,4.2,68 оценок,Золотой том. Собрание сочинений,Александр Пушкин,2021532,Эксмо,,Книга в подарок,2005,978-5-699-06120-4,1376,4.5x14.7x22,Твёрдый переплёт,5000,1759,12+,,,,
https://www.chitai-gorod.ru/product/gore-ot-uma-2984998,597 ₽,766 ₽,4.4,48 оценок,Горе от ума,Александр Грибоедов,2984998,АСТ,Neoclassic,Эксклюзивная классика. Лучшее,2025,978-5-17-156930-3,256,1.8x12.3x18.7,Твёрдый переплёт,3000,280,12+,,,,
https://www.chitai-gorod.ru/product/gargantyua-i-pantagryuel-s-ill-v-2-t-komplekt-3079508,2207 ₽,2831 ₽,5.0,22 оценки,Гаргантюа и Пантагрюэль (с илл.) в 2 т. (комплект),Франсуа Рабле,3079508,Иностранка,,Иностранная литература. Большие книги,2025,978-5-389-26153-2,,6.5x14.8x21.7,Твёрдый переплёт,3000,1580,18+,,,,
https://www.chitai-gorod.ru/product/graf-monte-kristo-v-2-kn-kn-1-2846647,339 ₽,435 ₽,4.3,43 оценки,Граф Монте-Кристо. В 2 кн. Кн. 1,Александр Дюма (отец),2846647,АСТ,Neoclassic,Лучшая мировая классика,2025,978-5-17-136670-4,608,2.7x13x20.7,Твёрдый переплёт,4000,430,12+,,,,
https://www.chitai-gorod.ru/product/alisa-v-strane-chudes-i-v-zazerkale-2819800,293 ₽,376 ₽,4.3,66 оценок,Алиса в Стране чудес и в Зазеркалье,Льюис Кэрролл,2819800,Эксмо,,Всемирная литература. Новое оформление,2025,978-5-04-116638-0,384,2.6x12.8x20.5,Твёрдый переплёт,10000,289,16+,,,,
https://www.chitai-gorod.ru/product/stena-sbornik-2436784,349 ₽,447 ₽,4.1,119 оценок,Стена: сборник,Жан Сартр,2436784,АСТ,Neoclassic,Эксклюзивная классика,2024,978-5-17-086689-2,288,1.7x11.2x17.8,Мягкий переплёт,3000,159,16+,,,,
https://www.chitai-gorod.ru/product/vishnevyy-sad-2884662,625 ₽,801 ₽,4.1,201 оценка,Вишневый сад,Антон Чехов,2884662,АСТ,Neoclassic,Эксклюзивная классика. Лучшее,2025,978-5-17-145828-7,352,2.3x12x18.5,Твёрдый переплёт,3000,300,12+,,,,
https://www.chitai-gorod.ru/product/obryv-3087697,1011 ₽,1297 ₽,4.9,33 оценки,Обрыв,Иван Гончаров,3087697,Азбука,,Русская литература. Большие книги,2025,978-5-389-27776-2,768,3.9x14.5x21.7,Твёрдый переплёт,4000,884,16+,,,,
https://www.chitai-gorod.ru/product/pismo-neznakomki-3000037,551 ₽,707 ₽,4.0,59 оценок,Письмо незнакомки,Стефан Цвейг,3000037,Эксмо,,Магистраль. Главный тренд,2025,978-5-04-188723-0,480,2.5x12.6x20,Мягкий переплёт,4000,380,16+,,,,
https://www.chitai-gorod.ru/product/beg-2815574,299 ₽,359 ₽,4.1,71 оценка,Бег,Михаил Булгаков,2815574,АСТ,Neoclassic,Эксклюзив: Русская классика,2025,978-5-17-122822-4,320,2.3x11.5x18,Мягкий переплёт,3000,209,16+,,,,
https://www.chitai-gorod.ru/product/nad-propastyu-vo-rzhi-2218097,367 ₽,471 ₽,3.8,135 оценок,Над пропастью во ржи,Джером Сэлинджер,2218097,Эксмо,,Pocket book,2025,"978-5-699-37378-9 978-5-699-66112-1 978-5-699-37378-9, 978-5-699-66112-1",272,1.8x11.6x18.1,Мягкий переплёт,5000,150,16+,,,,
https://www.chitai-gorod.ru/product/torzhestvo-tmy-strashnye-istorii-3004761,901 ₽,1155 ₽,4.3,39 оценок,Торжество тьмы. Страшные истории,Амброз Бирс,3004761,Эксмо,,Яркие страницы. Коллекционные издания,2024,978-5-04-181175-4,480,2.6x13x20.5,Твёрдый переплёт,5000,450,16+,,,,
https://www.chitai-gorod.ru/product/horoshie-zheny-vechnye-istorii-3019832,579 ₽,742 ₽,4.7,46 оценок,Хорошие жены. Вечные истории. Young Adult,Луиза Мэй Олкотт,3019832,"Манн, Иванов и Фербер",,Вечные истории. Young Adult,2024,978-5-00214-437-2,448,2.3x13x20.8,Твёрдый переплёт,8000,462,16+,,,,
https://www.chitai-gorod.ru/product/proklyaty-i-ubity-2705031,441 ₽,565 ₽,4.0,102 оценки,Прокляты и убиты,Виктор Астафьев,2705031,АСТ,Neoclassic,Эксклюзив: Русская классика,2024,978-5-17-112574-5,896,3.3x11.5x18,Мягкий переплёт,4000,430,18+,,,,
https://www.chitai-gorod.ru/product/kotlovan-2714271,289 ₽,347 ₽,3.9,156 оценок,Котлован,Андрей Платонов,2714271,АСТ,Neoclassic,Эксклюзив: Русская классика,2024,978-5-17-114186-8,192,1.5x11.6x18.1,Мягкий переплёт,3000,129,16+,,,,
https://www.chitai-gorod.ru/product/blesk-i-nishcheta-kurtizanok-roman-2609961,303 ₽,388 ₽,4.3,109 оценок,Блеск и нищета куртизанок : роман,Оноре де Бальзак,2609961,АСТ,Neoclassic,Эксклюзивная классика,2025,978-5-17-105451-9,640,2.4x11.5x18,Мягкий переплёт,4000,319,16+,Яковлева Нина Герасимовна,,,
https://www.chitai-gorod.ru/product/voyna-i-mir-tom-3-4-vechnye-istorii-young-adult-3007242,809 ₽,1037 ₽,4.7,50 оценок,Война и мир. Том 3-4. Вечные истории. Young Adult,Лев Толстой,3007242,"Манн, Иванов и Фербер",,Вечные истории. Young Adult,2024,978-5-00214-327-6,1024,4.6x12.9x20.5,Твёрдый переплёт,8000,940,16+,,,,
https://www.chitai-gorod.ru/product/master-i-margarita-2851950,284 ₽,365 ₽,4.2,58 оценок,Мастер и Маргарита,Михаил Булгаков,2851950,Эксмо,,Pocket book. Русская классика,2024,978-5-04-122461-5,416,1.7x11.5x17.9,Мягкий переплёт,6000,209,16+,,,,
https://www.chitai-gorod.ru/product/epoha-nevinnosti-2942168,551 ₽,707 ₽,3.9,162 оценки,Эпоха невинности,Эдит Уортон,2942168,Эксмо,,Магистраль. Главный тренд,2024,978-5-04-173084-0,384,2.3x12.5x20,Мягкий переплёт,3000,340,16+,,,,
https://www.chitai-gorod.ru/product/portret-doriana-greya-2937513,284 ₽,299 ₽,4.4,42 оценки,Портрет Дориана Грея,Оскар Уайльд,2937513,Эксмо,,Культовая классика м,2022,978-5-04-171713-1,320,1.4x11.5x18,Мягкий переплёт,10000,224,16+,,,,
https://www.chitai-gorod.ru/product/razmyshleniya-o-gilotine-3028281,293 ₽,376 ₽,4.5,19 оценок,Размышления о гильотине,Альбер Камю,3028281,АСТ,Neoclassic,Эксклюзивная классика,2024,978-5-17-137327-6,160,0.8x11.5x18,Мягкий переплёт,3000,110,16+,,,,
https://www.chitai-gorod.ru/product/na-doroge-2844563,367 ₽,471 ₽,3.7,313 оценок,На дороге,Джек Керуак,2844563,АСТ,Neoclassic,Эксклюзивная классика,2024,978-5-17-133586-1,416,2.1x11.5x18,Мягкий переплёт,3000,250,18+,,,,
https://www.chitai-gorod.ru/product/rasskazy-nochnoy-strazhi-3079489,689 ₽,884 ₽,5.0,9 оценок,Рассказы ночной стражи,Огита Ансэй,3079489,Азбука,,Изящная классика Востока,2024,978-5-389-26369-7,352,2.5x12.5x18.7,Твёрдый переплёт,5000,410,16+,,,,
https://www.chitai-gorod.ru/product/dvoryanskoe-gnezdo-2623302,299 ₽,359 ₽,4.3,120 оценок,Дворянское гнездо,Иван Тургенев,2623302,АСТ,Neoclassic,Эксклюзив: Русская классика,2025,978-5-17-106060-2,384,2x11.6x18,Мягкий переплёт,3000,239,12+,,,,
https://www.chitai-gorod.ru/product/vash-pokornyy-sluga-kot-3064764,717 ₽,919 ₽,4.8,6 оценок,Ваш покорный слуга кот,Нацумэ Сосэки,3064764,АСТ,Neoclassic,Эксклюзивная классика. Лучшее,2024,978-5-17-169923-9,576,2.8x12.4x18.7,Твёрдый переплёт,3000,470,16+,,,,
https://www.chitai-gorod.ru/product/na-zapadnom-fronte-bez-peremen-2684554,339 ₽,435 ₽,4.4,132 оценки,На Западном фронте без перемен,Эрих Ремарк,2684554,АСТ,Neoclassic,Лучшая мировая классика,2025,978-5-17-112602-5,256,1.7x13.1x20.7,Твёрдый переплёт,5000,230,16+,Федорова Нина Николаевна,,,
https://www.chitai-gorod.ru/product/dikaya-sobaka-dingo-ili-povest-o-pervoy-lyubvi-3030320,289 ₽,347 ₽,4.6,9 оценок,"Дикая собака динго, или Повесть о первой любви",Рувим Фраерман,3030320,АСТ,Neoclassic,Эксклюзив: Русская классика,2024,978-5-17-161824-7,192,1.5x11.6x18.1,Мягкий переплёт,4000,130,12+,,,,
https://www.chitai-gorod.ru/product/zolotoy-telenok-2865689,330 ₽,424 ₽,4.2,44 оценки,Золотой теленок,Илья Ильф,2865689,Эксмо,,Всемирная литература. Новое оформление,2025,978-5-04-155250-3,384,2.5x13x20.5,Твёрдый переплёт,4000,289,16+,,,,
https://www.chitai-gorod.ru/product/ostrov-2489576,441 ₽,565 ₽,4.2,114 оценок,Остров,Олдос Леонард Хаксли,2489576,АСТ,Neoclassic,Эксклюзивная классика,2025,978-5-17-092444-8,512,2.5x11.5x18,Мягкий переплёт,3000,300,16+,Моничев Игорь Леонидович,,,
https://www.chitai-gorod.ru/product/vsadnik-bez-golovy-2825391,349 ₽,447 ₽,4.5,61 оценка,Всадник без головы,Томас Рид,2825391,Эксмо,,Всемирная литература. Новое оформление,2024,978-5-04-117221-3,576,2.5x13x20.5,Твёрдый переплёт,4000,419,16+,,,,
https://www.chitai-gorod.ru/product/morfiy-3031089,219 ₽,263 ₽,4.5,8 оценок,Морфий,Михаил Булгаков,3031089,,,Книга на все времена. Новое оформление,2024,978-5-17-163112-3,288,1.8x10.5x16.5,Мягкий переплёт,7000,120,16+,,,,
https://www.chitai-gorod.ru/product/o-vseh-sozdaniyah-3075097,1471 ₽,1887 ₽,5.0,18 оценок,О всех созданиях,Джеймс Хэрриот,3075097,Иностранка,,Иностранная литература. Большие книги,2024,978-5-389-27133-3,1120,4.7x14.5x21.5,Твёрдый переплёт,5000,1110,16+,,,,
https://www.chitai-gorod.ru/product/priklyucheniya-toma-soyera-3000345,299 ₽,359 ₽,4.7,19 оценок,Приключения Тома Сойера,Марк Твен,3000345,АСТ,Neoclassic,Эксклюзивная классика,2024,978-5-17-157619-6,288,1.9x11.5x18,Мягкий переплёт,3000,190,12+,,,,
https://www.chitai-gorod.ru/product/dym-2926208,284 ₽,365 ₽,4.3,82 оценки,Дым,Иван Тургенев,2926208,АСТ,Neoclassic,Эксклюзив: Русская классика,2025,978-5-17-150658-2,448,3.3x11.5x18,Мягкий переплёт,3000,274,12+,,,,
https://www.chitai-gorod.ru/product/malenkie-muzhchiny-3060230,689 ₽,884 ₽,4.8,13 оценок,Маленькие мужчины,Луиза Мэй Олкотт,3060230,"Манн, Иванов и Фербер",,Вечные истории. Young Adult,2024,978-5-00214-986-5,384,2.2x13x20.6,Твёрдый переплёт,5000,394,12+,,,,
https://www.chitai-gorod.ru/product/kompromiss-inostranka-chemodan-nashi-2941191,1195 ₽,1533 ₽,4.1,132 оценки,Компромисс. Иностранка. Чемодан. Наши,Сергей Довлатов,2941191,Азбука,,Русская литература. Большие книги,2024,978-5-389-21146-9,704,3.3x15x21.7,Твёрдый переплёт,5000,790,18+,,,,
https://www.chitai-gorod.ru/product/blesk-i-nishcheta-kurtizanok-2833521,395 ₽,506 ₽,4.3,47 оценок,Блеск и нищета куртизанок,Оноре де Бальзак,2833521,Эксмо,,Всемирная литература. Новое оформление,2024,978-5-04-117630-3,544,2.6x13x20.5,Твёрдый переплёт,4000,379,16+,,,,
https://www.chitai-gorod.ru/product/serdca-treh-2881814,293 ₽,376 ₽,4.5,74 оценки,Сердца трех,Джек Лондон,2881814,Эксмо,,Всемирная литература. Новое оформление,2024,978-5-04-155023-3,384,2.6x13x20.5,Твёрдый переплёт,6000,300,16+,,,,
https://www.chitai-gorod.ru/product/revizor-2898241,293 ₽,376 ₽,4.2,63 оценки,Ревизор,Николай Гоголь,2898241,Эксмо,,Всемирная литература. Новое оформление,2024,,352,2.6x13.2x20.7,Твёрдый переплёт,4000,270,16+,,,,
https://www.chitai-gorod.ru/product/grammatika-lyubvi-2765579,284 ₽,365 ₽,4.0,79 оценок,Грамматика любви,Иван Бунин,2765579,АСТ,Neoclassic,Эксклюзив: Русская классика,2024,978-5-17-117360-9,352,2.4x11.4x18,Мягкий переплёт,3000,230,16+,,,,
https://www.chitai-gorod.ru/product/robinzon-kruzo-2820028,293 ₽,376 ₽,4.2,55 оценок,Робинзон Крузо,Даниэль Дефо,2820028,Эксмо,,Всемирная литература. Новое оформление,2024,978-5-04-116637-3,256,2.1x13x20.5,Твёрдый переплёт,7000,259,16+,,,,
https://www.chitai-gorod.ru/product/son-v-krasnom-tereme-v-2-h-tomah-komplekt-3007347,2023 ₽,2595 ₽,4.7,111 оценок,Сон в красном тереме (в 2-х томах) (комплект),Цао Сюэ-цинь,3007347,Иностранка,,Иностранная литература. Большие книги,2024,978-5-389-24083-4,1760,8.8x14.5x21.5,Твёрдый переплёт,4000,2010,16+,,,,
https://www.chitai-gorod.ru/product/otcy-i-deti-2989417,219 ₽,,4.7,29 оценок,Отцы и дети,Иван Тургенев,2989417,,,Книга на все времена. Новое оформление,2024,978-5-17-157550-2,320,1.8x10.7x16.5,Мягкий переплёт,4000,150,12+,,,,
https://www.chitai-gorod.ru/product/idiot-2699487,330 ₽,424 ₽,4.4,93 оценки,Идиот,Федор Достоевский,2699487,АСТ,Neoclassic,Лучшая мировая классика,2024,978-5-17-112378-9,624,2.5x13.3x20.6,Твёрдый переплёт,5000,430,12+,,,,
https://www.chitai-gorod.ru/product/zima-trevogi-nashey-novyy-perevod-2549176,413 ₽,530 ₽,4.0,186 оценок,Зима тревоги нашей (новый перевод),Джон Стейнбек,2549176,АСТ,Neoclassic,Эксклюзивная классика,2024,978-5-17-098381-0,416,2x11.5x18,Мягкий переплёт,4000,250,16+,,,,
