price,const,avg_rating,cnt_reviews,pages_cnt,tirage,publisher_АСТ,publisher_Азбука,publisher_Иностранка,publisher_Эксмо,cover_type_Твёрдый_переплёт,weight/page_cnt,2024_or_2025,6-,16+
505,1.0,4.2,139,256,3000,0.0,0.0,0.0,1.0,0.0,0.8984375,1.0,0.0,1.0
299,1.0,4.1,82,288,3000,1.0,0.0,0.0,0.0,0.0,0.65625,1.0,0.0,1.0
299,1.0,4.3,135,384,3000,1.0,0.0,0.0,0.0,0.0,0.5989583333333334,1.0,0.0,0.0
299,1.0,4.3,198,288,3000,1.0,0.0,0.0,0.0,0.0,0.6597222222222222,1.0,0.0,0.0
299,1.0,5.0,3,288,4000,1.0,0.0,0.0,0.0,0.0,0.6597222222222222,1.0,0.0,1.0
1195,1.0,4.3,118,896,3000,0.0,1.0,0.0,0.0,1.0,1.0379464285714286,1.0,0.0,1.0
551,1.0,4.4,75,384,3000,0.0,0.0,0.0,1.0,0.0,0.8333333333333334,1.0,0.0,1.0
284,1.0,4.3,28,320,3000,1.0,0.0,0.0,0.0,0.0,0.59375,1.0,0.0,1.0
299,1.0,3.8,265,192,3000,1.0,0.0,0.0,0.0,0.0,0.6770833333333334,1.0,0.0,0.0
551,1.0,4.3,21,544,3000,0.0,0.0,0.0,1.0,0.0,0.7904411764705882,1.0,0.0,1.0
293,1.0,4.4,286,512,4000,1.0,0.0,0.0,0.0,0.0,0.48828125,1.0,0.0,0.0
901,1.0,4.2,252,768,3000,1.0,0.0,0.0,0.0,1.0,0.8190104166666666,1.0,0.0,1.0
299,1.0,4.3,233,384,8000,0.0,1.0,0.0,0.0,0.0,0.4921875,1.0,0.0,0.0
303,1.0,4.2,87,448,3000,1.0,0.0,0.0,0.0,0.0,0.5803571428571429,1.0,0.0,1.0
1057,1.0,4.6,11,256,3000,0.0,0.0,0.0,1.0,1.0,1.328125,1.0,0.0,1.0
579,1.0,4.8,10,416,8000,0.0,0.0,0.0,0.0,1.0,1.1778846153846154,1.0,0.0,1.0
330,1.0,5.0,17,416,3000,0.0,0.0,0.0,1.0,1.0,0.7692307692307693,1.0,0.0,1.0
643,1.0,5.0,2,448,3000,1.0,0.0,0.0,0.0,1.0,0.8392857142857143,1.0,0.0,1.0
1333,1.0,4.1,183,1088,3000,0.0,0.0,1.0,0.0,1.0,0.9834558823529411,1.0,0.0,1.0
349,1.0,4.1,34,384,7000,1.0,0.0,0.0,0.0,1.0,0.7994791666666666,1.0,0.0,1.0
689,1.0,4.2,141,448,3000,1.0,0.0,0.0,0.0,1.0,0.8035714285714286,1.0,0.0,1.0
625,1.0,4.3,64,1696,5000,0.0,1.0,0.0,0.0,0.0,0.22936320754716982,1.0,0.0,0.0
330,1.0,4.1,118,608,4000,0.0,0.0,0.0,1.0,0.0,0.4934210526315789,1.0,0.0,1.0
1655,1.0,4.1,241,384,4000,0.0,0.0,0.0,1.0,1.0,1.953125,1.0,0.0,1.0
413,1.0,4.0,94,736,4000,1.0,0.0,0.0,0.0,1.0,0.6793478260869565,1.0,0.0,0.0
1011,1.0,4.4,166,640,3000,0.0,0.0,1.0,0.0,1.0,1.2015625,1.0,0.0,1.0
551,1.0,4.1,296,160,4000,0.0,0.0,0.0,1.0,0.0,1.125,1.0,0.0,1.0
505,1.0,3.6,11,288,3000,0.0,0.0,0.0,1.0,0.0,0.8333333333333334,1.0,0.0,1.0
330,1.0,4.2,74,608,4000,1.0,0.0,0.0,0.0,1.0,0.7072368421052632,1.0,0.0,0.0
312,1.0,4.2,43,672,3000,0.0,0.0,0.0,1.0,0.0,0.47470238095238093,1.0,0.0,1.0
413,1.0,5.0,7,864,3000,1.0,0.0,0.0,0.0,0.0,0.4861111111111111,1.0,0.0,1.0
1471,1.0,4.4,154,1312,4000,0.0,1.0,0.0,0.0,1.0,0.9527439024390244,1.0,0.0,1.0
284,1.0,5.0,1,352,7000,1.0,0.0,0.0,0.0,0.0,0.6107954545454546,1.0,0.0,0.0
367,1.0,3.8,419,160,3000,1.0,0.0,0.0,0.0,0.0,0.875,1.0,0.0,1.0
330,1.0,4.1,85,736,4000,1.0,0.0,0.0,0.0,0.0,0.4891304347826087,1.0,0.0,0.0
293,1.0,4.4,56,288,3000,0.0,0.0,0.0,1.0,1.0,0.8541666666666666,1.0,0.0,1.0
303,1.0,4.4,37,256,3000,0.0,1.0,0.0,0.0,0.0,0.5859375,0.0,0.0,1.0
293,1.0,4.2,71,320,4000,0.0,0.0,0.0,1.0,1.0,0.809375,1.0,0.0,1.0
855,1.0,4.1,208,480,4000,1.0,0.0,0.0,0.0,1.0,0.9354166666666667,1.0,0.0,1.0
284,1.0,4.9,7,512,4000,1.0,0.0,0.0,0.0,0.0,0.48828125,1.0,0.0,0.0
299,1.0,2.5,2,288,3000,1.0,0.0,0.0,0.0,0.0,0.6597222222222222,1.0,0.0,1.0
1195,1.0,4.8,9,768,4000,1.0,0.0,0.0,0.0,1.0,1.1328125,1.0,0.0,1.0
321,1.0,5.0,4,448,4000,1.0,0.0,0.0,0.0,0.0,0.5803571428571429,1.0,0.0,1.0
284,1.0,4.8,5,416,5000,1.0,0.0,0.0,0.0,0.0,0.5769230769230769,1.0,0.0,0.0
551,1.0,4.5,10,224,7000,0.0,0.0,0.0,0.0,1.0,1.3392857142857142,1.0,0.0,1.0
441,1.0,4.3,77,544,2500,1.0,0.0,0.0,0.0,0.0,0.4963235294117647,1.0,0.0,1.0
1011,1.0,4.5,164,544,3000,0.0,0.0,1.0,0.0,1.0,1.213235294117647,1.0,0.0,1.0
367,1.0,5.0,3,1056,4000,1.0,0.0,0.0,0.0,0.0,0.48295454545454547,1.0,0.0,0.0
312,1.0,4.1,80,448,3000,1.0,0.0,0.0,0.0,0.0,0.6071428571428571,1.0,0.0,1.0
303,1.0,4.7,11,384,3000,1.0,0.0,0.0,0.0,0.0,0.5729166666666666,1.0,0.0,1.0
104,1.0,4.5,53,704,7000,0.0,0.0,0.0,1.0,0.0,0.6818181818181818,0.0,0.0,1.0
395,1.0,4.0,142,576,3000,1.0,0.0,0.0,0.0,0.0,0.5208333333333334,1.0,0.0,1.0
579,1.0,3.8,16,288,10000,0.0,0.0,0.0,0.0,1.0,1.1111111111111112,1.0,0.0,1.0
551,1.0,4.2,210,416,4000,0.0,0.0,0.0,1.0,0.0,0.8389423076923077,1.0,0.0,1.0
505,1.0,4.8,18,128,2500,0.0,0.0,0.0,1.0,0.0,1.171875,1.0,0.0,0.0
1287,1.0,3.9,153,1088,4000,0.0,1.0,0.0,0.0,1.0,0.9926470588235294,1.0,0.0,1.0
284,1.0,4.1,107,384,4000,1.0,0.0,0.0,0.0,0.0,0.5989583333333334,0.0,0.0,0.0
873,1.0,4.5,14,736,3000,0.0,1.0,0.0,0.0,1.0,0.8695652173913043,1.0,0.0,0.0
349,1.0,4.3,42,320,3000,1.0,0.0,0.0,0.0,0.0,0.6875,1.0,0.0,1.0
551,1.0,5.0,5,496,4000,0.0,0.0,0.0,1.0,1.0,0.6491935483870968,1.0,0.0,0.0
533,1.0,4.1,69,128,3000,1.0,0.0,0.0,0.0,1.0,1.40625,1.0,0.0,1.0
855,1.0,4.4,169,608,4000,0.0,1.0,0.0,0.0,1.0,1.149671052631579,1.0,0.0,1.0
487,1.0,4.2,118,448,3000,0.0,0.0,0.0,1.0,0.0,0.8683035714285714,1.0,0.0,1.0
358,1.0,4.2,179,128,3000,1.0,0.0,0.0,0.0,0.0,0.8515625,1.0,0.0,0.0
459,1.0,4.7,20,576,3000,0.0,0.0,0.0,1.0,0.0,0.7986111111111112,1.0,0.0,1.0
349,1.0,4.6,5,576,4000,1.0,0.0,0.0,0.0,0.0,0.4861111111111111,1.0,0.0,0.0
763,1.0,4.2,204,352,3000,0.0,0.0,0.0,0.0,1.0,1.0227272727272727,1.0,0.0,1.0
104,1.0,4.3,58,672,5000,0.0,0.0,0.0,1.0,0.0,0.6815476190476191,0.0,0.0,1.0
339,1.0,4.2,302,512,3000,1.0,0.0,0.0,0.0,0.0,0.5859375,1.0,0.0,1.0
293,1.0,3.6,159,352,4000,1.0,0.0,0.0,0.0,0.0,0.59375,1.0,0.0,0.0
625,1.0,4.1,128,352,3000,1.0,0.0,0.0,0.0,1.0,0.8522727272727273,1.0,0.0,1.0
293,1.0,4.1,145,448,3000,1.0,0.0,0.0,0.0,0.0,0.6026785714285714,1.0,0.0,1.0
1103,1.0,4.5,25,832,2000,0.0,0.0,0.0,1.0,1.0,1.09375,1.0,0.0,1.0
293,1.0,4.3,94,448,3000,1.0,0.0,0.0,0.0,0.0,0.625,1.0,0.0,0.0
312,1.0,4.6,7,320,5000,1.0,0.0,0.0,0.0,0.0,0.625,1.0,0.0,1.0
284,1.0,4.5,20,320,4000,1.0,0.0,0.0,0.0,0.0,0.59375,1.0,0.0,1.0
827,1.0,3.5,266,2048,5000,0.0,1.0,0.0,0.0,0.0,0.537109375,1.0,0.0,1.0
269,1.0,4.8,13,384,5000,0.0,1.0,0.0,0.0,0.0,0.46875,1.0,0.0,1.0
293,1.0,3.9,61,448,5000,0.0,0.0,0.0,1.0,1.0,0.7366071428571429,1.0,0.0,1.0
1057,1.0,4.8,11,736,5000,0.0,0.0,1.0,0.0,1.0,1.1168478260869565,1.0,0.0,1.0
689,1.0,3.6,38,160,2000,1.0,0.0,0.0,0.0,1.0,1.5625,1.0,0.0,1.0
293,1.0,4.9,7,288,5000,0.0,0.0,0.0,1.0,1.0,0.8333333333333334,1.0,0.0,1.0
284,1.0,4.3,7,384,3000,0.0,0.0,0.0,1.0,0.0,0.4921875,1.0,0.0,1.0
349,1.0,4.2,77,960,10000,0.0,0.0,0.0,1.0,0.0,0.4791666666666667,0.0,0.0,1.0
299,1.0,4.2,144,256,3000,1.0,0.0,0.0,0.0,0.0,0.6640625,1.0,0.0,0.0
367,1.0,3.8,179,416,3000,1.0,0.0,0.0,0.0,0.0,0.6057692307692307,1.0,0.0,1.0
367,1.0,4.1,107,416,3000,1.0,0.0,0.0,0.0,0.0,0.6009615384615384,1.0,0.0,1.0
358,1.0,4.2,187,352,3000,1.0,0.0,0.0,0.0,0.0,0.6079545454545454,1.0,0.0,1.0
284,1.0,4.1,71,480,3000,1.0,0.0,0.0,0.0,0.0,0.4979166666666667,1.0,0.0,0.0
321,1.0,4.2,75,640,4000,1.0,0.0,0.0,0.0,0.0,0.46875,1.0,0.0,0.0
330,1.0,4.0,97,768,3000,0.0,0.0,0.0,1.0,0.0,0.4817708333333333,1.0,0.0,1.0
671,1.0,4.5,72,320,6000,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
625,1.0,4.2,194,256,3000,1.0,0.0,0.0,0.0,1.0,1.12890625,1.0,0.0,1.0
551,1.0,4.7,27,288,10000,0.0,0.0,0.0,0.0,1.0,1.25,1.0,0.0,1.0
321,1.0,4.8,4,224,4000,1.0,0.0,0.0,0.0,0.0,0.44642857142857145,1.0,0.0,1.0
284,1.0,4.8,13,544,3000,1.0,0.0,0.0,0.0,0.0,0.47794117647058826,1.0,0.0,0.0
293,1.0,4.2,57,320,4000,0.0,0.0,0.0,1.0,1.0,0.78125,1.0,0.0,1.0
349,1.0,3.9,64,320,10000,1.0,0.0,0.0,0.0,0.0,0.590625,0.0,0.0,1.0
269,1.0,5.0,15,480,5000,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0
873,1.0,3.9,201,704,2000,0.0,0.0,0.0,1.0,0.0,0.8380681818181818,1.0,0.0,1.0
919,1.0,4.1,170,800,3000,1.0,0.0,0.0,0.0,1.0,0.775,1.0,0.0,0.0
284,1.0,4.2,67,320,4000,1.0,0.0,0.0,0.0,0.0,0.496875,1.0,0.0,1.0
965,1.0,4.2,122,672,4000,0.0,1.0,0.0,0.0,1.0,1.0714285714285714,1.0,0.0,1.0
284,1.0,4.0,103,416,3000,1.0,0.0,0.0,0.0,0.0,0.6009615384615384,1.0,0.0,1.0
299,1.0,4.0,144,224,3000,0.0,1.0,0.0,0.0,0.0,0.48660714285714285,1.0,0.0,1.0
303,1.0,4.2,116,576,3000,1.0,0.0,0.0,0.0,0.0,0.4861111111111111,1.0,0.0,0.0
505,1.0,4.5,11,352,3000,0.0,0.0,0.0,1.0,0.0,0.8806818181818182,1.0,0.0,1.0
763,1.0,4.8,16,352,2000,1.0,0.0,0.0,0.0,1.0,1.0511363636363635,1.0,0.0,1.0
551,1.0,4.0,141,512,5000,0.0,0.0,0.0,1.0,1.0,0.9765625,0.0,0.0,1.0
763,1.0,4.4,120,640,5000,0.0,0.0,0.0,0.0,1.0,0.96875,1.0,0.0,0.0
395,1.0,3.8,106,640,5000,0.0,1.0,0.0,0.0,0.0,0.484375,1.0,0.0,1.0
284,1.0,4.0,183,256,5000,1.0,0.0,0.0,0.0,1.0,0.85546875,1.0,0.0,1.0
284,1.0,3.9,169,256,7000,0.0,1.0,0.0,0.0,0.0,0.50390625,1.0,0.0,1.0
321,1.0,4.5,64,672,3000,1.0,0.0,0.0,0.0,0.0,0.49107142857142855,1.0,0.0,1.0
289,1.0,4.3,90,192,5000,0.0,1.0,0.0,0.0,0.0,0.6197916666666666,0.0,0.0,1.0
284,1.0,4.1,115,448,3000,1.0,0.0,0.0,0.0,0.0,0.578125,1.0,0.0,0.0
505,1.0,4.9,10,320,4000,0.0,0.0,0.0,1.0,0.0,0.8125,1.0,0.0,1.0
965,1.0,4.7,15,256,3000,0.0,0.0,0.0,1.0,1.0,1.328125,1.0,0.0,1.0
1103,1.0,4.8,21,768,5000,0.0,1.0,0.0,0.0,1.0,1.171875,1.0,0.0,1.0
625,1.0,4.0,175,352,2000,0.0,0.0,0.0,1.0,0.0,0.8806818181818182,1.0,0.0,1.0
293,1.0,4.7,24,384,5000,1.0,0.0,0.0,0.0,1.0,0.78125,1.0,0.0,0.0
284,1.0,3.8,106,288,5000,0.0,0.0,0.0,1.0,0.0,0.5208333333333334,1.0,0.0,1.0
284,1.0,4.3,49,288,6000,0.0,0.0,0.0,1.0,0.0,0.5208333333333334,0.0,0.0,1.0
1103,1.0,5.0,19,768,5000,0.0,0.0,1.0,0.0,1.0,1.1197916666666667,1.0,0.0,1.0
269,1.0,4.5,6,192,5000,1.0,0.0,0.0,0.0,0.0,0.46875,1.0,0.0,1.0
339,1.0,4.2,90,320,3000,1.0,0.0,0.0,0.0,0.0,0.590625,1.0,0.0,1.0
2207,1.0,4.0,174,496,4000,0.0,0.0,0.0,1.0,1.0,1.6129032258064515,1.0,0.0,1.0
349,1.0,4.2,65,736,4000,1.0,0.0,0.0,0.0,0.0,0.5964673913043478,1.0,0.0,0.0
1241,1.0,4.5,110,960,3000,0.0,0.0,1.0,0.0,1.0,1.15625,1.0,0.0,1.0
717,1.0,4.2,125,480,3000,1.0,0.0,0.0,0.0,1.0,0.7895833333333333,1.0,0.0,1.0
349,1.0,4.2,83,800,5000,1.0,0.0,0.0,0.0,1.0,0.6875,1.0,0.0,0.0
671,1.0,4.0,136,384,3000,1.0,0.0,0.0,0.0,1.0,0.7526041666666666,1.0,0.0,0.0
1241,1.0,4.3,221,1088,3000,0.0,0.0,1.0,0.0,1.0,0.9834558823529411,1.0,0.0,1.0
1471,1.0,4.3,306,1376,3000,0.0,0.0,1.0,0.0,1.0,0.9883720930232558,1.0,0.0,1.0
827,1.0,4.2,148,608,3000,0.0,0.0,0.0,1.0,1.0,1.105263157894737,1.0,0.0,1.0
1011,1.0,4.9,8,352,4000,0.0,0.0,0.0,1.0,1.0,1.3636363636363635,1.0,0.0,1.0
293,1.0,4.3,66,288,3000,1.0,0.0,0.0,0.0,0.0,0.625,1.0,0.0,1.0
299,1.0,4.1,85,224,3000,1.0,0.0,0.0,0.0,0.0,0.6696428571428571,1.0,0.0,0.0
551,1.0,5.0,8,352,3000,0.0,0.0,0.0,1.0,0.0,0.8977272727272727,1.0,0.0,1.0
551,1.0,4.9,8,352,3000,0.0,1.0,0.0,0.0,1.0,0.9659090909090909,1.0,0.0,1.0
505,1.0,4.6,11,288,3000,0.0,0.0,0.0,1.0,0.0,0.9097222222222222,1.0,0.0,1.0
284,1.0,5.0,9,192,7000,1.0,0.0,0.0,0.0,0.0,0.78125,1.0,0.0,1.0
303,1.0,4.7,13,256,5000,1.0,0.0,0.0,0.0,0.0,0.6640625,1.0,0.0,1.0
349,1.0,4.8,10,832,5000,1.0,0.0,0.0,0.0,0.0,0.49278846153846156,1.0,0.0,0.0
321,1.0,4.3,3,320,4000,1.0,0.0,0.0,0.0,0.0,0.625,1.0,0.0,1.0
643,1.0,4.1,180,384,4000,1.0,0.0,0.0,0.0,1.0,0.8307291666666666,0.0,0.0,1.0
781,1.0,4.9,18,304,3000,0.0,1.0,0.0,0.0,1.0,1.5328947368421053,1.0,0.0,1.0
689,1.0,5.0,13,384,5000,0.0,0.0,0.0,0.0,1.0,1.015625,1.0,0.0,1.0
671,1.0,4.9,29,320,2000,0.0,1.0,0.0,0.0,1.0,1.03125,1.0,0.0,1.0
717,1.0,4.8,20,576,5000,1.0,0.0,0.0,0.0,1.0,0.8020833333333334,0.0,0.0,1.0
330,1.0,4.4,39,384,7000,1.0,0.0,0.0,0.0,1.0,0.78125,1.0,0.0,1.0
625,1.0,4.2,295,384,3000,1.0,0.0,0.0,0.0,1.0,0.8307291666666666,1.0,0.0,0.0
597,1.0,4.6,24,320,6000,0.0,0.0,0.0,0.0,1.0,1.28125,1.0,0.0,1.0
671,1.0,3.3,24,416,4000,0.0,0.0,0.0,1.0,1.0,0.8461538461538461,1.0,0.0,1.0
284,1.0,4.3,38,256,2000,1.0,0.0,0.0,0.0,0.0,0.6640625,1.0,0.0,0.0
284,1.0,4.2,41,320,3000,0.0,0.0,0.0,1.0,0.0,0.590625,0.0,0.0,1.0
321,1.0,3.9,61,352,10000,0.0,0.0,0.0,1.0,0.0,0.7102272727272727,0.0,0.0,1.0
1011,1.0,4.4,152,736,4000,0.0,1.0,0.0,0.0,1.0,1.1956521739130435,1.0,0.0,1.0
284,1.0,4.3,52,320,4000,0.0,0.0,0.0,1.0,0.0,0.496875,1.0,0.0,1.0
284,1.0,4.5,40,320,5000,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,1.0
1333,1.0,4.1,66,1024,3000,0.0,0.0,0.0,1.0,1.0,1.0029296875,1.0,0.0,1.0
284,1.0,4.2,38,256,5000,0.0,0.0,0.0,1.0,0.0,0.6640625,1.0,0.0,1.0
330,1.0,4.4,63,416,4000,1.0,0.0,0.0,0.0,0.0,0.6009615384615384,1.0,0.0,1.0
1011,1.0,4.7,57,576,3000,0.0,0.0,1.0,0.0,1.0,1.1527777777777777,1.0,0.0,1.0
299,1.0,5.0,6,352,5000,0.0,1.0,0.0,0.0,0.0,0.48295454545454547,1.0,0.0,1.0
1057,1.0,5.0,9,416,3000,0.0,0.0,0.0,1.0,1.0,1.1057692307692308,1.0,0.0,1.0
289,1.0,4.3,33,288,3000,1.0,0.0,0.0,0.0,0.0,0.65625,1.0,0.0,1.0
367,1.0,4.1,42,352,3000,0.0,0.0,0.0,1.0,1.0,0.7670454545454546,1.0,0.0,1.0
625,1.0,4.2,90,288,3000,0.0,0.0,0.0,1.0,0.0,0.9201388888888888,1.0,0.0,1.0
625,1.0,4.1,104,352,3000,1.0,0.0,0.0,0.0,1.0,0.8522727272727273,1.0,0.0,0.0
809,1.0,4.9,63,80,7000,0.0,0.0,0.0,0.0,1.0,4.25,1.0,0.0,1.0
284,1.0,3.9,173,320,3000,1.0,0.0,0.0,0.0,0.0,0.590625,1.0,0.0,0.0
919,1.0,4.1,161,704,3000,1.0,0.0,0.0,0.0,1.0,0.8664772727272727,1.0,0.0,0.0
965,1.0,4.3,197,768,3000,0.0,0.0,1.0,0.0,1.0,1.0013020833333333,1.0,0.0,1.0
284,1.0,4.6,22,512,3000,0.0,0.0,0.0,1.0,0.0,0.48828125,1.0,0.0,1.0
551,1.0,4.9,42,224,15000,0.0,0.0,0.0,0.0,1.0,1.4107142857142858,1.0,0.0,1.0
579,1.0,4.5,49,224,7000,0.0,0.0,0.0,0.0,1.0,1.3839285714285714,1.0,0.0,1.0
671,1.0,4.2,139,352,2000,0.0,0.0,0.0,1.0,0.0,0.8522727272727273,1.0,0.0,1.0
321,1.0,3.9,104,480,3000,1.0,0.0,0.0,0.0,0.0,0.6041666666666666,1.0,0.0,1.0
689,1.0,4.3,244,480,7000,0.0,0.0,0.0,1.0,1.0,0.8520833333333333,1.0,0.0,1.0
321,1.0,4.1,7,384,4000,1.0,0.0,0.0,0.0,0.0,0.5989583333333334,1.0,0.0,1.0
625,1.0,5.0,11,384,10000,0.0,0.0,0.0,0.0,1.0,1.0260416666666667,1.0,0.0,1.0
284,1.0,4.2,47,352,3000,1.0,0.0,0.0,0.0,0.0,0.625,1.0,0.0,0.0
551,1.0,4.2,32,256,15000,0.0,0.0,0.0,0.0,1.0,1.328125,1.0,0.0,1.0
1471,1.0,4.0,183,1184,4000,0.0,1.0,0.0,0.0,1.0,0.9966216216216216,1.0,0.0,1.0
1057,1.0,3.7,6,576,4000,0.0,0.0,0.0,0.0,1.0,0.8993055555555556,1.0,0.0,1.0
284,1.0,4.0,4,320,5000,1.0,0.0,0.0,0.0,0.0,0.625,1.0,0.0,1.0
284,1.0,4.5,2,320,4000,1.0,0.0,0.0,0.0,0.0,0.59375,1.0,0.0,0.0
358,1.0,4.2,54,544,3000,0.0,0.0,0.0,1.0,1.0,0.7316176470588235,1.0,0.0,1.0
855,1.0,4.0,228,512,3000,1.0,0.0,0.0,0.0,1.0,0.8984375,1.0,0.0,1.0
284,1.0,4.5,33,224,5000,0.0,0.0,0.0,1.0,0.0,0.8035714285714286,1.0,0.0,1.0
339,1.0,4.1,94,288,4000,1.0,0.0,0.0,0.0,1.0,0.8298611111111112,1.0,0.0,1.0
551,1.0,4.3,27,224,10000,0.0,0.0,0.0,0.0,1.0,1.3839285714285714,1.0,0.0,0.0
459,1.0,4.3,269,320,8000,0.0,0.0,0.0,1.0,1.0,0.96875,1.0,0.0,1.0
1149,1.0,5.0,19,896,3000,0.0,1.0,0.0,0.0,1.0,1.015625,1.0,0.0,1.0
579,1.0,3.9,229,224,3000,1.0,0.0,0.0,0.0,1.0,1.15625,0.0,0.0,1.0
689,1.0,4.8,10,480,4000,0.0,0.0,0.0,1.0,0.0,0.7916666666666666,1.0,0.0,1.0
671,1.0,4.5,20,272,5000,0.0,1.0,0.0,0.0,1.0,1.1764705882352942,1.0,0.0,1.0
330,1.0,4.5,22,576,4000,1.0,0.0,0.0,0.0,1.0,0.6944444444444444,1.0,0.0,0.0
299,1.0,4.4,172,480,5000,0.0,1.0,0.0,0.0,0.0,0.4791666666666667,1.0,0.0,1.0
551,1.0,4.7,6,288,2000,0.0,0.0,0.0,1.0,0.0,0.8819444444444444,1.0,0.0,1.0
2667,1.0,4.3,47,880,2000,0.0,0.0,0.0,1.0,1.0,1.4318181818181819,1.0,0.0,1.0
219,1.0,4.1,64,352,10000,0.0,0.0,0.0,1.0,0.0,0.6988636363636364,0.0,0.0,1.0
293,1.0,4.4,34,320,4000,0.0,0.0,0.0,1.0,1.0,0.809375,1.0,0.0,1.0
1241,1.0,4.4,91,960,3000,0.0,1.0,0.0,0.0,1.0,1.0510416666666667,1.0,0.0,1.0
551,1.0,4.9,46,224,10000,0.0,0.0,0.0,0.0,1.0,1.4285714285714286,1.0,0.0,1.0
781,1.0,4.9,13,576,4000,0.0,0.0,1.0,0.0,1.0,0.9895833333333334,1.0,0.0,1.0
1103,1.0,4.6,16,656,10000,0.0,0.0,0.0,0.0,1.0,1.173780487804878,1.0,0.0,1.0
284,1.0,4.8,13,416,3000,1.0,0.0,0.0,0.0,0.0,0.6009615384615384,1.0,0.0,1.0
367,1.0,4.1,77,800,4000,1.0,0.0,0.0,0.0,0.0,0.47375,1.0,0.0,1.0
293,1.0,4.3,39,320,3000,0.0,0.0,0.0,1.0,1.0,0.8125,1.0,0.0,1.0
395,1.0,4.3,120,416,3000,1.0,0.0,0.0,0.0,0.0,0.6009615384615384,1.0,0.0,0.0
579,1.0,4.2,234,320,3000,1.0,0.0,0.0,0.0,1.0,0.84375,1.0,0.0,0.0
1057,1.0,4.3,149,736,3000,0.0,1.0,0.0,0.0,1.0,1.0190217391304348,1.0,0.0,1.0
625,1.0,4.6,13,416,5000,0.0,0.0,0.0,0.0,1.0,1.0336538461538463,1.0,0.0,1.0
919,1.0,4.9,39,576,3000,0.0,0.0,1.0,0.0,1.0,1.2326388888888888,1.0,0.0,1.0
303,1.0,4.3,84,544,3000,1.0,0.0,0.0,0.0,0.0,0.4963235294117647,1.0,0.0,0.0
303,1.0,4.8,5,320,4000,1.0,0.0,0.0,0.0,0.0,0.625,1.0,0.0,1.0
289,1.0,4.3,42,256,3000,0.0,0.0,0.0,1.0,0.0,0.50390625,1.0,0.0,1.0
339,1.0,4.9,16,448,5000,0.0,0.0,0.0,1.0,0.0,0.49107142857142855,1.0,0.0,1.0
321,1.0,4.2,58,480,4000,1.0,0.0,0.0,0.0,1.0,0.7270833333333333,1.0,0.0,0.0
487,1.0,4.2,227,864,4000,1.0,0.0,0.0,0.0,0.0,0.47337962962962965,1.0,0.0,1.0
551,1.0,4.2,176,320,3000,0.0,0.0,0.0,1.0,1.0,0.96875,1.0,0.0,1.0
284,1.0,4.3,56,416,10000,0.0,0.0,0.0,1.0,0.0,0.4807692307692308,0.0,0.0,1.0
330,1.0,4.3,44,512,4000,0.0,0.0,0.0,1.0,1.0,0.703125,1.0,0.0,1.0
717,1.0,4.1,331,416,4000,0.0,0.0,0.0,1.0,1.0,0.9350961538461539,1.0,0.0,1.0
321,1.0,3.7,35,416,3000,1.0,0.0,0.0,0.0,0.0,0.6490384615384616,1.0,0.0,0.0
505,1.0,5.0,7,288,3000,0.0,0.0,0.0,1.0,0.0,0.8680555555555556,1.0,0.0,1.0
293,1.0,3.9,42,384,4000,0.0,0.0,0.0,1.0,1.0,0.78125,1.0,0.0,1.0
689,1.0,4.9,20,672,3000,0.0,0.0,0.0,1.0,0.0,0.7886904761904762,1.0,0.0,1.0
551,1.0,4.8,15,384,2000,0.0,1.0,0.0,0.0,1.0,0.9375,1.0,0.0,1.0
413,1.0,3.9,143,224,2500,1.0,0.0,0.0,0.0,0.0,0.53125,1.0,0.0,1.0
312,1.0,4.2,137,448,2000,1.0,0.0,0.0,0.0,0.0,0.625,1.0,0.0,0.0
321,1.0,3.5,4,320,4000,1.0,0.0,0.0,0.0,0.0,0.65625,1.0,0.0,1.0
284,1.0,3.7,109,448,3000,1.0,0.0,0.0,0.0,0.0,0.6026785714285714,1.0,0.0,0.0
643,1.0,5.0,1,512,3000,0.0,0.0,0.0,1.0,1.0,0.98046875,1.0,0.0,1.0
303,1.0,4.5,138,512,7000,0.0,1.0,0.0,0.0,0.0,0.48828125,1.0,0.0,1.0
413,1.0,4.3,99,736,3000,0.0,1.0,0.0,0.0,0.0,0.4891304347826087,1.0,0.0,1.0
293,1.0,3.3,3,320,4000,1.0,0.0,0.0,0.0,0.0,0.59375,1.0,0.0,1.0
1011,1.0,4.2,86,672,3000,0.0,1.0,0.0,0.0,1.0,1.1160714285714286,1.0,0.0,1.0
1057,1.0,3.7,9,320,3000,0.0,0.0,0.0,1.0,1.0,1.28125,1.0,0.0,1.0
284,1.0,4.0,4,448,5000,0.0,0.0,0.0,1.0,0.0,0.49107142857142855,1.0,0.0,1.0
303,1.0,3.9,54,160,3000,0.0,1.0,0.0,0.0,0.0,0.625,0.0,0.0,1.0
459,1.0,4.3,65,832,5000,0.0,0.0,0.0,1.0,1.0,0.6778846153846154,0.0,0.0,1.0
299,1.0,4.9,17,224,3000,1.0,0.0,0.0,0.0,0.0,0.6696428571428571,1.0,0.0,1.0
